anime_id,title,title_english,source,episodes,score,scored_by,rank,popularity
15379,Kotoura-san,The Troubled Life of Miss Kotoura,4-koma manga,12,7.35,93200,2240,458
3322,Wagaya no Oinari-sama.,Our Home&#039;s Fox Deity,Light novel,24,7.28,9404,2511,2323
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,,Manga,1,7.12,25,10929,11735
155,X/1999,X - The Movie,Manga,1,6.66,14433,4951,2298
31403,Colosseum no Senki: Another Story,,Light novel,2,5.91,886,,6705
1148,Teito Monogatari,Doomed Megalopolis,Novel,4,6.02,1518,7313,5075
30449,Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,,Manga,1,6.18,38,10026,10692
16602,Dead Girl Trailer,Dead Girl Trailer,Unknown,1,3.43,898,9498,7693
2575,Don Chuck Monogatari,Don Chuck Stories,Unknown,26,6.07,229,7168,9412
916,Tokkou,Tokko,Manga,13,6.67,17225,4911,1945
2471,Doraemon (1979),Doraemon,Manga,1787,7.73,7903,1034,2666
32521,Super Mario World: Mario to Yoshi no Bouken Land,,Game,1,5.63,232,8146,9558
31259,Thunder,,Original,1,5.2,86,8841,11049
8777,Nobara no Julie,Julie the Wild Rose,Unknown,13,6.05,40,11510,10536
1198,Tsuyokiss,,Visual novel,12,6.68,6149,4865,3053
1821,Guren,Blood Shadow,Visual novel,3,6.3,1213,,5507
36001,Alice or Alice: Siscon Niisan to Futago no Imouto,,4-koma manga,0,5.46,2722,8406,2870
3584,Injuu Nerawareta Idol,Idol of Darkness,Unknown,1,4.84,319,,8599
34974,Aragne no Mushikago,,Original,1,0,0,,9147
32788,Ningyo no Hanashi,,Music,1,5.19,61,8847,12730
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,,Picture book,1,6.67,3,11000,13205
36871,Ultraman,,Manga,0,0,0,,7756
1576,Bakumatsu Kikansetsu Irohanihoheto,Intrigue in the Bakumatsu: Irohanihoheto,Original,26,7.19,9772,2836,2072
7581,Otome Chibaku Yuugi,,Visual novel,2,6.53,1080,,5786
6124,Toshishun,,Book,1,6.11,27,12487,12103
1093,Oishinbo,,Manga,136,6.17,81,6883,8730
17787,Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,,Original,1,6.06,350,7215,8304
26309,Ichimai no Etegami,,Unknown,1,4.75,4,10545,13275
3066,Joou-sama wa M Dorei,Queen and Slave,Unknown,1,5.43,429,,7737
6245,Spirit of Wonder: China-san Tanpenshuu,Spirit of Wonder: China-san Short Stories,Unknown,3,6.75,482,4551,8066
35972,Fairy Tail (2018),,Manga,0,0,2,,1350
35395,Misemono Kenbutsu,At the Circus,Original,1,5.1,50,8943,13331
29003,Lena lena,,Unknown,13,6,7,11068,12521
2675,Doraemon Movie 17: Nobita to Ginga Express,Doraemon the Movie: Nobita and the Galaxy Super-express,Unknown,1,7.38,1088,2106,6901
37404,Circus,Circus,Original,1,4.46,28,9899,13976
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,,Unknown,3,5.42,24,11125,11784
19773,Akuma Tou no Prince: Mitsume ga Tooru,,Unknown,1,5.08,37,9573,10905
17731,Ketsuekigata-kun!,,Web manga,12,6.71,3386,4712,4130
1829,Gedo Senki,Tales from Earthsea,Novel,1,7.13,44087,3072,1125
29928,Jataka Monogatari: Kiniro no Shika,,Original,1,4.14,43,10619,12597
16397,Photokano,Photo Kano,Visual novel,13,6.31,28645,6365,1218
3295,Yatterman,,Unknown,60,6.67,516,4915,6190
34547,Shoukoku no Altair,Altair: A Record of Battles,Manga,24,7.55,9681,1508,1784
2178,Highlander: The Search for Vengeance,,Unknown,1,6.84,6316,4143,3442
35631,Mahouka x Mameshiba,,Light novel,4,5.34,374,8626,6427
4157,Pero Pero Candy,,Unknown,1,5.04,159,,9417
36945,Himote House,,Original,12,0,0,,8885
23849,Pokemon XY: Sora no Hahen,,Unknown,1,6.81,829,4287,5648
2451,Space Cobra,Space Adventure Cobra,Manga,31,7.81,3217,868,3721
5109,Osananajimi to Doukyuusei,,Original,2,5.99,656,,6700
255,Jungle wa Itsumo Hare nochi Guu Final,,Manga,7,7.74,4571,1018,3993
23423,Mujaki no Rakuen,Paradise of Innocence,Manga,3,6.06,6560,7211,2910
12795,Yajikita Gakuen Douchuuki,,Manga,2,5.74,77,7922,9683
16415,Soosee no Aquarion: Dai 27-wa Parallel-ban,,Unknown,1,6.28,343,6481,7276
4088,Wonder 3,The Amazing 3,Unknown,52,6.6,42,12671,10017
31904,Big Order (TV),,Manga,10,5.57,58692,8243,689
4023,Kitty&#039;s Paradise,Hello Kitty&#039;s Paradise,Unknown,16,6.39,264,6032,8932
28263,Honto ni Atta Gakkou Kaidan,,Unknown,1,6.31,16,10497,12576
10369,Shougeki Shinsengumi,,Unknown,1,6,28,12123,12568
13587,Persona 4 the Animation: No One is Alone,,Game,1,7.56,17038,1469,2047
30911,Tales of Zestiria the X,Tales of Zestiria the X,Game,12,7.48,76405,1710,439
30766,Homé-Pato the Movie,,Unknown,1,5.41,153,8529,10352
7619,Gegege no Kitarou (1996),Spooky Kitaro,Manga,114,6.77,372,4443,7588
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,,Manga,1,6.52,1178,5527,6063
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness,Game,1,6.84,3135,4162,4276
30896,Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,,Original,1,7.1,973,3212,5794
32143,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,,Original,9,4.44,27,11734,11599
28979,To LOVE-Ru Darkness 2nd,To LOVE Ru Darkness 2,Manga,12,7.71,57412,1092,735
33966,Yume Oukoku to Nemureru 100 Nin no Ouji-sama,,Game,0,0,0,,7401
11815,Ijou Chitai: Jikken Dorei,,Visual novel,2,5.94,726,,6679
33308,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,,Card game,1,6.79,286,4376,7866
3053,Ganbare! Kickers,Fight! Kickers,Manga,23,6.89,3874,3947,4549
4129,Mahou no Tenshi Creamy Mami: Curtain Call,Mahou no Tenshi Creamy Mami: Curtain Call,Unknown,1,6.07,128,7173,10030
3290,Vampiyan Kids,Vampiyan Kids,Original,23,6.3,72,6414,9333
4621,Arisubyeon-ui Kkumnamu,The Olympic Challenge,Unknown,1,6,17,9657,12311
34745,Mahoujin Guruguru (2017),Magical Circle,Manga,24,7.96,5159,604,2723
11799,Midori no Neko,The Green Cat,Manga,1,5.55,350,8284,8833
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,,Light novel,1,7.26,16069,2584,2246
21427,Minna Atsumare! Falcom Gakuen,,4-koma manga,13,5.85,1332,7698,5490
3760,Grimm Douwa: Kin no Tori,The Golden Bird,Other,1,6.98,232,3639,8783
7482,"Yume kara, Samenai",,Unknown,1,5.28,112,8731,9507
886,Amaenaide yo!! Katsu!!,Ah My Buddha Katsu,Manga,12,6.83,20652,4173,1834
36873,Back Street Girls,,Manga,0,0,0,,4348
7423,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",,Original,1,5.42,213,8522,9903
33002,Panpaka Pants W-O-New!,,Original,26,4.31,13,11714,11903
2024,Yoshimune,,Unknown,24,6.22,82,6714,9677
405,Blood: The Last Vampire,Blood: The Last Vampire,Original,1,6.98,45202,3627,1070
20365,Another: Misaki Mei - Shizukani,Another Special,Novel,1,6.26,7520,6538,3092
26015,Backkom: Jung-gug Gijeogwi,,Original,1,5.61,89,8166,11289
2134,Famiresu Senshi Purin,Sex Warrior Pudding,Visual novel,3,6.43,1047,,6002
32920,Yongshi,Warrior,Other,1,6,12,12770,13044
183,Whistle!,,Manga,39,7.5,4541,1655,3749
19511,Naruto Shippuuden: Sunny Side Battle,,Original,1,7.38,10909,2121,2600
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,,Light novel,0,6.51,1054,5561,4272
2627,Doraemon: It&#039;s New Year!,,Unknown,1,6.71,232,4697,8912
5802,Fantascope: Tylostoma,,Unknown,1,6.86,550,4065,6950
20873,Hana no Zundamaru,,Manga,8,5.06,49,10322,11344
10013,Shouwa Monogatari (Movie),,Unknown,1,6.45,329,5819,8101
19109,Fate/kaleid liner Prisma☆Illya Specials,,Manga,5,6.88,11409,3993,2436
2980,Kuusou Kagaku Sekai Gulliver Boy,Fantascience World Gulliver Boy,Unknown,50,6.63,159,5069,8851
3009,Tiger Mask,Tiger Mask,Manga,105,7.34,2215,2288,4715
4049,Mafukiden: Pandarian,Pandalian,Unknown,26,6.28,130,6476,9576
29669,Ten,Dot,Original,1,4.67,39,12386,12382
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,,Unknown,1,5.7,20,12194,12229
6959,GA: Geijutsuka Art Design Class OVA,,4-koma manga,1,7.17,1732,2920,5517
2263,Sonic★the★Hedgehog,Sonic the Hedgehog: The Movie,Game,2,6.86,6194,4087,3740
4156,Ichigo Mashimaro Episode 0,,4-koma manga,1,7.17,6078,2922,3578
10375,Denshinbashira no Okaasan,,Unknown,1,5.66,124,8073,10487
1224,Aquarian Age: Sign for Evolution,Aquarian Age: Sign for Evolution,Original,13,6.2,3424,6745,3637
32252,Japonese,,Unknown,1,6.88,8,10617,13833
18321,Kkomaeosa Ttori,,Unknown,1,4.71,14,10918,13241
33146,Detective Conan: Let&#039;s Try a Curious Experiment!,,Manga,1,6.66,74,4923,8807
9100,Umi Monogatari: Marin no Kore Naani?,"Umi Monogatari: Marin&#039;s ""What Is This?""",Game,4,6.34,344,6244,7314
34694,Kimi to no Tadashii Yakusoku,,Original,3,4.73,11,10878,13934
6114,Rainbow: Nisha Rokubou no Shichinin,Rainbow,Manga,26,8.59,78226,72,384
37735,Aru Zombie Shoujo no Sainan (ONA),Calamity of the Zombie Girl,Light novel,0,0,0,,10782
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,,Unknown,1,5.25,16,9559,13160
32297,Tenkou Kotofumi,,Original,1,5.45,67,8464,12181
8495,Mahoutsukai Haley no Speed Story,,Unknown,1,6.13,23,11131,10206
8450,Guskou Budori no Denki,The Life of Guskou Budori,Novel,1,6.38,100,6072,8707
36828,Caligula,,Game,0,6.42,5169,5908,1809
788,Eiken: Eikenbu yori Ai wo Komete,Eiken,Manga,2,4.56,10581,9334,2722
5539,Blassreiter: Navi,,Original,1,6.46,989,5747,5731
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,Lupin III: Jigen&#039;s Gravestone,Manga,1,7.9,4912,699,3561
31926,Kashikokimono,,Original,1,4.7,46,10789,11396
16824,Hwang-geum-ui Pal,,Unknown,1,3.93,14,10527,13064
20849,Oni Chichi 2: Revenge,,Visual novel,2,7.07,4340,,3712
3474,Push,Push,Original,1,6.39,966,6047,7453
35492,Tako no Hone,,Other,1,4.57,42,12347,12927
16782,Kotonoha no Niwa,The Garden of Words,Original,1,8.27,184194,266,191
17223,Hana no Asukagumi! 2: Lonely Cats Battle Royale,,Unknown,1,5.29,14,10320,11626
8935,Nekketsu Uchuujin,Hot-blooded Alien,Unknown,1,5.32,589,8655,8275
7955,The Marshmallow Times,,Unknown,52,6.71,65,4736,10238
13511,Cofun Gal no Coffy: Cofunderella,Tumulus Gal Coffy:Cofunderella,Original,1,5,10,9914,12910
2754,Cleopatra D.C.,,Manga,3,6,532,7340,7393
22297,Fate/stay night: Unlimited Blade Works,Fate/stay night [Unlimited Blade Works],Visual novel,12,8.34,256555,198,108
14095,Kamen Rider Fourze x Crayon Shin-chan,,Unknown,4,6.14,211,6961,9177
4744,Akaneiro ni Somaru Saka,Akane Iro ni Somaru Saka,Visual novel,12,6.62,60924,5096,789
21703,Pokemon XY: New Year Special,,Unknown,1,6.38,1132,6090,5982
12035,Dwaejiui Wang,,Unknown,1,7.01,1321,3528,5392
2822,Bamboo Bears,,Unknown,52,6.34,139,6210,9747
30740,Young Black Jack,Young Black Jack,Manga,12,7.29,22475,2478,1454
33106,Love Live! μ&#039;s Final Love Live! Opening Animation,,Original,1,7.58,776,1408,5613
2028,Zettai Muteki Raijin-Oh (1992),,Original,4,6.54,85,5502,10400
34813,Susume! Godzilland,Recommend! Godzilland,Unknown,4,5.82,22,12307,13041
7573,Bakunyuu Bomb,,Original,3,6.16,1043,,6067
36827,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,,Card game,1,6.67,147,4909,8925
23499,Gakumon!: Ookami Shoujo wa Kujikenai,,Manga,3,6.66,475,4927,7126
1448,Hyakujuu-Ou GoLion,Voltron: Defender of the Universe,Unknown,52,6.94,3408,3774,4149
7071,Shoujouji no Tanuki-bayashi,Belly Drum Dance at Shojoji Temple,Original,1,4.73,331,9248,9297
32566,Noblesse: Pamyeol-ui Sijak,,Web manga,1,7.55,8752,1501,2637
1499,MaMa,,Unknown,2,5.34,224,,8716
26243,Owari no Seraph,Seraph of the End: Vampire Reign,Manga,12,7.63,273796,1277,83
10723,Sojunghan Nal-ui Kkum,Green Days: Dinosaur and I,Original,1,6.63,216,5080,7967
286,B&#039;T X,,Unknown,25,7.14,3367,3027,4259
1689,Byousoku 5 Centimeter,5 Centimeters Per Second,Original,3,7.95,280982,610,96
30268,Huang Feihong Yong Chuang Tianxia,The Warrior,Unknown,1,6.11,9,10518,13662
2647,Dorami-chan: Mini-Dora SOS!!!,,Unknown,1,6.33,87,6256,10791
16049,Toaru Kagaku no Railgun S,A Certain Scientific Railgun S,Manga,24,8.12,92796,418,442
11553,Toradora!: Bentou no Gokui,Toradora!: Bento Battle,Light novel,1,7.52,54343,1593,933
35714,Yami Shibai 5,Yamishibai: Japanese Ghost Stories 5,Original,13,6.22,3749,6714,3874
36810,Shijin to Tsubame,,Original,1,5.4,10,12042,14265
1764,Slam Dunk (Movie),,Manga,1,7.45,5628,1826,3628
1208,Tatsu no Ko Tarou,Taro the Dragon Boy,Novel,1,6.96,962,3720,6428
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,Pokemon: Jirachi Wishmaker,Game,1,6.9,33399,3928,1477
33181,Nijiiro Days OVA,Rainbow Days OVA,Manga,1,7.15,861,3004,4250
3026,Compiler,Compiler,Unknown,2,5.38,520,8556,7705
22499,Kitty to Mimmy no Happy Birthday,,Unknown,1,5.74,23,10908,12465
21495,Denpa Kyoushi,,Manga,2,6.49,1882,5632,4326
10592,s.CRY.ed Alteration I: Tao,,Unknown,1,7.05,769,3384,5471
8216,Aa Harimanada,,Manga,23,6.18,231,6814,8561
30106,Graphillion: Kazoeage Oneesan wo Sukue,Don&#039;t Count Naively,Unknown,1,4.97,53,9070,12340
15439,"Kono Danshi, Ningyo Hiroimashita.",This Boy Caught A Merman,Original,1,7.65,10710,1224,2638
11615,Morita-san wa Mukuchi. 2,,4-koma manga,13,6.76,5601,4506,3679
2646,Dorami & Doraemons: Robot School&#039;s Seven Mysteries,,Unknown,1,6.9,300,3905,8802
14659,Hump Bang,,Manga,2,6.49,920,,6451
15455,Sakura,,Unknown,1,5.04,229,9009,9576
29291,Behind a Smile,,Unknown,1,5.81,302,7764,9539
3887,Ookiku Furikabutte Special,Big Windup!,Manga,1,7.33,5750,2317,3758
21831,Dracula no Uta,,Original,1,4.91,192,9112,10121
22271,Aries: Shinwa no Seizakyuu,,Unknown,1,4.81,16,9635,11346
9426,Pururun! Shizuku-chan,,Manga,51,5.83,29,11840,11267
34743,Shita-kiri Suzume (1974),The Sparrow with the Slit Tongue,Other,1,4.57,14,12117,13785
30975,Nanoha,,Unknown,1,5.6,5,11407,13072
36456,Boku no Hero Academia 3rd Season,My Hero Academia 3,Manga,25,8.75,46664,36,233
33980,Mirai ni Mukete: Bousai wo Kangaeru,,Original,1,6.89,9,11288,11917
32808,Xiong Chumo Zhi: Duo Bao Xiong Bing,Boonie Bears: To the Rescue!,Unknown,1,3.94,17,12709,13121
35494,Haha wo Tazunete Sanzenri (Special),,Book,1,5.3,20,10298,12615
1163,Neo Ranga,,Original,48,6.53,1634,5493,4202
1585,Spectral Force,,Game,2,4.03,472,9445,7755
18499,Yozakura Quartet: Tsuki ni Naku,,Manga,3,7.59,6949,1394,2798
33537,My Home,My Home,Original,1,5.41,27,11359,12813
4607,Tsuma to Mama to Boin,Cantaloupe Collector,Visual novel,2,6.71,1749,,5103
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,,Original,1,4.54,41,11128,11568
2977,Youjuu Sensen Adventure Kid,Adventure Kid,Unknown,3,5.41,483,,7586
31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",,Visual novel,1,6.13,1186,,5906
415,Tonari no Yamada-kun,My Neighbors the Yamadas,4-koma manga,1,7.32,11046,2366,2590
36991,Lupin III 3DCG,,Manga,1,6.22,177,6699,9020
2206,Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,,Unknown,1,7.08,970,3257,6422
14333,Tanken Driland,,Unknown,37,6.47,564,5739,5062
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,Unknown,1,7,1152,3565,5162
23007,Ookami Shounen Ken (Movie),,Unknown,1,5.18,11,11637,12546
3222,Kiddy Grade: Maelstrom,,Original,1,7.24,985,2649,5599
3371,Ginga Eiyuu Densetsu Gaiden,,Novel,24,8.17,4324,346,3454
5375,Gakkyuu Ou Yamazaki,"King of Classroom, Yamazaki",Unknown,53,6.32,260,6303,9149
1204,Kujira no Chouyaku,,Original,1,6.74,2397,4584,4713
4461,Kouchou-sensei to Kujira,,Unknown,1,6.17,890,6865,7275
9706,Canaan: Minorikawa Report 201X Shanghai,Canaan: Minorikawa Report Year 201X Shanghai,Visual novel,1,6.71,1668,4689,4442
29999,Aoki Uru: Overture,,Unknown,1,5.23,13,9618,9524
1092,Mobile Suit Gundam III: Encounters in Space,,Original,1,7.85,8356,798,3083
2652,Doraemon: The Day When I Was Born,,Unknown,1,7.16,436,2952,8385
24317,Love Colon,,Manga,2,6.61,861,,6251
35062,Mahoutsukai no Yome,The Ancient Magus&#039; Bride,Manga,24,8.3,97654,238,174
30704,Kakko Kawaii Sengen! Specials,,Manga,14,4.97,29,10720,11629
4195,Kodomo no Jikan: Ni Gakki,,Manga,3,7.25,13120,2618,2416
37177,Da Shi Jie,Have a Nice Day,Original,1,5.2,15,9937,12767
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Game,1,7.66,3395,1194,4011
6189,Baton,,Unknown,3,5.84,556,7701,7154
127,Gate Keepers,,Game,24,7.04,6972,3406,2938
37224,JK to Inkou Kyoushi 4 feat. Ero Giin Sensei Namaiki Hamedoru Friends,,Visual novel,0,6.61,97,,8183
31362,Osiris no Tenbin,,Original,10,5.83,66,7738,7219
31967,Dog Days&#039;&#039;: Gravure Talk,,Original,4,6.48,415,5673,7090
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",,Light novel,1,6.48,5367,5684,3244
1199,Nintama Rantarou,,Manga,0,7.12,1044,3090,5835
9332,.hack//Quantum,,Original,3,7.29,15671,2446,2084
14293,Nerawareta Gakuen,Psychic School Wars,Novel,1,7.18,26191,2896,1360
31582,Mimizu Monogatari,Worm Story,Original,1,4.76,64,9231,11216
10573,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,,Unknown,4,7.66,3007,1209,4245
24681,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,,Novel,2,6.22,27,10806,11982
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,,Original,1,5.8,184,7806,9265
5201,Salad Juu Yuushi Tomatoman,Tomatoman,Unknown,50,6.8,254,4332,9262
30119,Yowamushi Monsters,,Original,0,5,8,12792,12135
30363,Shinmai Maou no Testament Burst,The Testament of Sister New Devil: Burst,Light novel,10,7.14,82524,3058,507
35994,Satsuriku no Tenshi,,Game,0,0,4,,3412
34656,Ai Uta: Since 2007,,Music,1,5.46,105,8427,10965
909,Geneshaft,,Original,13,6.45,4109,5795,3701
29495,Nanja Monja Obake,,Unknown,1,5.08,37,11401,12814
28961,Idol☆Sister,,Manga,1,7.19,3386,,4221
9391,Ginga Hyouryuu Vifam 13,,Unknown,26,6.62,37,10222,10460
23607,Gaki Deka,,Unknown,22,4.36,11,10153,12389
32598,Tsukushi no Iwai,,Unknown,1,6.11,9,12512,13749
36389,Yukai na Mezamashi Tokei,,Original,1,3.1,10,12795,14237
6119,Cookin&#039; Idol Ai! Mai! Main!,,Original,305,6.41,84,5953,8015
35789,Yowamushi Pedal: Glory Line,,Manga,25,7.86,3466,788,2733
37172,Nanatsu no Bitoku Specials,,Other,2,5.98,60,7401,6200
22481,Hello Kitty no Kieta Santa-san no Boushi,Hello Kitty in Santa&#039;s Missing Hat,Unknown,1,6.32,37,10389,11827
707,Comic Party Specials,,Visual novel,4,6.51,1209,5545,6024
36652,Piano no Mori (TV),,Manga,12,7.19,2656,2866,2181
5871,Norakuro Nitouhei: Kyouren no Maki,Private 2nd Class Norakuro: The Training,Manga,1,5.05,273,8999,9566
2103,TO-Y,,Manga,1,6.33,673,6285,7336
2714,Sotsugyou: Graduation,Graduation,Visual novel,2,6.24,213,6626,8959
8891,Nihon-ichi no Otoko no Tamashii 2,,Unknown,16,6.41,41,11465,10507
10889,Jungle Kurobee,,Manga,31,6.5,20,10651,11262
4866,Pico x CoCo x Chico,,Original,1,5.02,22528,,1902
17403,Kaitou Lupin: 813 no Nazo,,Unknown,1,6.52,48,10716,9778
3859,Top Secret: The Revelation,,Manga,26,7.38,2761,2136,3220
7768,Tantei Opera Milky Holmes,,Card game,12,7,12635,3581,1983
18149,Ishida to Asakura Special,,Manga,1,4.98,1582,9061,6282
1896,Akibakei Kanojo,Akiba Girls,Visual novel,3,6.83,5027,,3490
14827,D.C.III: Da Capo III,,Visual novel,13,6.71,7816,4694,2683
13517,Ryuugajou Nanana no Maizoukin,Nanana&#039;s Buried Treasure,Light novel,1,6.65,2539,4982,3785
17891,Namida no Tsubomi,,Unknown,1,5.78,60,7850,11570
10389,Momo e no Tegami,A Letter to Momo,Original,1,7.73,18885,1046,1699
30159,Super Taromu,,Unknown,1,4.08,37,12301,12900
34858,Toward Morning,Toward Morning,Original,1,5.36,42,12494,13493
30537,Tiger & Bunny: Too Many Cooks Spoil the Broth.,,Original,1,6.16,182,6916,7210
23177,Piano Specials,,Unknown,4,5.56,84,8270,10345
6377,Zan Sayonara Zetsubou Sensei,,Manga,13,7.97,27341,591,1222
33344,Cello Hiki no Gauche,,Novel,1,5,38,9804,11864
32956,Aware! Meisaku-kun,Aware! Meisaku-kun,Original,0,4.14,35,9661,11022
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,,Original,1,7.39,1661,2082,5549
15795,Beast Saga,,Unknown,38,5.88,170,7607,8234
600,Legend of Duo,,Original,12,5.05,3554,8989,3961
14513,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,Manga,25,8.21,249087,305,91
31401,Creamy Pie,,Manga,2,6.56,1334,,5398
33514,Nama Lo Re: Furachimono The Animation,,Manga,1,6.64,988,,6317
2952,Final Fantasy VII: Advent Children Complete,,Game,1,8.09,59254,444,921
30898,Tsunpri,,Light novel,1,7.12,1530,,5330
35974,Swan,Swan,Original,1,4.5,42,12310,13437
33391,Red Ash: Gearworld,,Game,1,5.7,257,8005,7609
29713,Don&#039;t You Wish You Were Here?,,Unknown,1,7.13,8,9997,12457
36990,Non Non Biyori Movie: Vacation,,Manga,1,0,0,,3438
5935,Animation Kikou: Marco Polo no Bouken,Marco Polo&#039;s Adventures,Unknown,43,6.43,78,5870,9989
24417,Maido! Urayasu Tekkin Kazoku,,Manga,25,6.17,102,6874,9402
36894,Inazma Delivery: Dougyousha Attack-hen,,Original,10,4.93,15,10571,10694
1042,Bronze: Zetsuai Since 1989,,Manga,1,6.61,4369,,4083
37095,Violet Evergarden Special,,Light novel,1,0,1,,2200
25967,Backkom Sports,Bernard,Original,52,6.03,126,7273,10597
9165,Attack No.1: Namida no Kaiten Receive,,Unknown,1,6.26,71,6540,10109
30583,Futa-bu! Mix: Futanari World,,Manga,1,6.83,2869,,4507
3035,Chouon Senshi Borgman,,Other,35,6.53,215,5476,7642
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,,Unknown,1,6.72,210,4676,9087
7580,Ikkitousen: Xtreme Xecutor,,Manga,12,6.9,14135,3917,1978
6769,Mura Matsuri,Harvest Festival,Original,1,5.06,720,8984,7853
22791,Sora Iro Hana Iro,Sky Colour Flower Colour,Unknown,1,6,7,12177,13360
32779,Anygedybudybombom,,Music,1,4.49,97,9366,11638
2391,SD Gundam Force,,Original,52,5.49,2361,8394,4640
13407,Doudou,,Unknown,2,5.64,147,8121,10414
29633,Kiseki,Locus,Unknown,1,4.95,91,9083,11038
19873,Marude Dameo,,Manga,47,6.44,9,11185,12258
3679,Renketsu Houshiki,,Manga,3,6.81,2214,,4425
1955,Kimagure Robot,,Unknown,10,6.13,828,7000,7178
4028,Slayers Revolution,,Light novel,13,7.35,13617,2254,2249
6090,Hon Ran,Crimson Wolf,Unknown,1,5.2,425,8830,8250
33122,Pâtisserie no Monster,Patissier Monster,Picture book,4,4.76,34,11728,11720
34474,Tsukipro The Animation,,Music,13,6.72,1615,4681,3853
31098,Ushio to Tora (TV) 2nd Season,Ushio & Tora,Manga,13,8.06,33039,481,1206
1169,Green Legend Ran,,Original,3,6.84,1413,4145,5509
16912,gdgd Fairies 2 Episode 0,,Unknown,1,6.19,127,6787,9608
3432,Chou Mashin Eiyuuden Wataru,Super Demon Hero Wataru,Unknown,51,7.1,249,3198,8660
8876,Koe de Oshigoto! The Animation,Koe de Oshigoto!,Manga,2,7.05,34082,3373,1188
2456,Mori no Densetsu,Legend of the Forest,Original,1,6.6,637,5213,7844
6851,Kaitei no Boukun,The Underwater Tyrant,Original,1,4.45,334,9375,9228
31880,B Who I Want 2 B,,Music,1,5.53,540,8313,8446
20539,Nameko-ke no Ichizoku,The Nameko Families,Game,13,6.46,151,5765,9295
33035,"Yuyushiki: Komarasetari, Komarasaretari",,4-koma manga,1,7.4,2723,2057,4294
34602,Guomin Laogong Dai Huijia,,Novel,12,6.23,1790,6645,3915
7416,Socket,,Unknown,1,6.18,70,6840,11314
16706,Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,Manga,12,8.22,112936,291,399
2382,Firestorm,,Original,26,5.83,115,7726,8678
189,Love Hina,Love Hina,Manga,24,7.24,100916,2656,425
27509,Toaru Majutsu no Index 10th Anniversary PV,,Unknown,1,7.05,2593,3392,4196
3539,Utsukushiki Emono-tachi no Gakuen,Sin Sorority,Unknown,2,5.53,428,,7721
15097,Tropical Kiss,,Visual novel,3,7.25,5138,,3345
1441,Ginga Tetsudou no Yoru,Night on the Galactic Railroad,Novel,1,7.36,3768,2179,3574
36317,Gaikotsu Shotenin Honda-san,,Web manga,0,0,0,,9671
878,Zegapain,Zegapain,Original,26,7.42,8079,1957,2382
35710,Baby Gamba,Baby Gamba,Unknown,13,4.67,9,9673,13393
23265,Genroku Koi Moyou: Sankichi to Osayo,Sankichi and Osayo: A Genroku Romance,Original,1,5.37,99,8575,10807
2573,Minami no Niji no Lucy,Lucy-May of the Southern Rainbow,Unknown,50,7.08,284,3269,8179
330,Midori no Hibi,Midori Days,Manga,13,7.39,61396,2077,801
